StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1124,17,1,1,3,12.19,13,0,3,1,1,0,1,4.0,0
1125,15,1,3,1,3.83,23,0,1,1,0,1,0,3.01,1
1126,18,1,1,3,5.47,15,1,4,0,1,0,1,3.12,1
1127,16,1,1,2,12.81,4,0,3,0,0,1,1,3.38,1
1128,15,1,0,3,9.37,7,1,2,1,0,1,0,3.22,1
1129,18,0,0,3,17.16,15,0,4,1,0,0,1,2.52,2
1130,18,1,3,3,6.85,20,0,3,1,1,0,0,2.94,2
1131,18,0,1,4,5.33,0,1,3,1,1,1,0,3.21,1
1132,15,0,1,1,19.7,27,0,3,1,0,0,1,2.54,2
1133,15,1,0,3,18.22,28,1,2,0,0,1,0,2.77,2
1134,15,1,0,2,0.58,10,0,3,0,1,0,1,2.1,3
1135,17,0,3,0,15.41,29,0,1,1,1,1,0,1.78,4
1136,15,0,0,0,2.21,10,0,4,0,1,1,0,2.39,3
1137,15,1,1,1,0.55,1,1,3,1,0,0,1,2.55,2
1138,15,0,0,3,5.47,29,1,3,0,1,0,0,3.66,0
1139,17,1,2,2,5.39,21,0,2,1,0,0,0,3.26,1
1140,15,1,3,2,16.39,18,0,3,0,1,0,0,2.73,2
1141,18,1,1,0,14.21,23,0,2,0,1,1,0,2.94,2
1142,15,0,0,2,19.63,4,1,3,1,1,0,0,3.45,1
1143,18,0,1,4,14.23,2,0,3,0,1,1,1,3.06,1
1144,18,1,2,2,8.37,27,0,1,0,0,1,1,2.01,3
1145,18,0,1,3,13.98,25,0,2,1,1,1,0,2.65,2
1146,17,0,3,3,19.99,22,1,2,1,0,0,0,2.87,2
1147,17,0,1,3,14.2,29,0,2,0,1,0,0,2.62,2
1148,17,0,3,2,15.23,7,1,2,0,0,1,1,4.0,0
1149,15,0,1,4,18.77,3,1,2,1,1,1,1,3.47,1
1150,18,0,0,2,2.27,28,0,2,1,1,0,1,1.79,4
1151,17,0,0,4,14.1,12,0,3,1,1,0,1,3.05,1
1152,17,1,0,1,17.02,26,0,4,0,0,0,0,3.42,1
1153,15,0,3,1,19.09,24,0,3,1,0,1,0,3.92,0
1154,17,0,2,1,4.22,21,0,0,0,0,1,0,1.65,4
1155,15,0,2,3,10.08,13,1,3,0,0,0,0,3.08,1
1156,16,0,0,2,13.61,0,1,2,0,0,1,0,3.45,1
1157,17,0,0,1,4.95,4,1,3,0,0,0,0,3.49,1
1158,16,0,2,1,12.01,20,1,2,1,0,1,1,2.8,2
1159,15,0,1,4,5.15,6,0,0,0,0,1,1,2.78,2
1160,18,0,0,3,6.67,22,0,3,1,0,1,0,2.52,2
1161,17,1,1,2,8.83,5,0,2,1,1,1,0,2.31,3
1162,15,0,0,3,10.58,14,0,4,0,0,0,1,3.48,1
1163,18,0,0,2,8.99,14,0,3,1,0,1,0,2.39,3
1164,18,0,1,2,9.86,7,0,2,1,0,1,0,2.14,3
1165,16,0,0,4,5.97,1,1,3,1,1,1,0,3.05,1
1166,15,1,3,1,3.18,13,1,2,0,1,0,0,1.9,4
1167,18,1,0,2,0.95,28,1,1,0,1,0,0,2.21,3
1168,17,1,0,2,3.92,15,0,2,0,1,0,0,2.39,3
1169,17,1,0,2,11.64,28,1,2,1,0,0,0,2.7,2
1170,16,1,2,2,15.72,22,0,0,0,0,0,0,2.39,3
1171,18,1,1,2,3.38,9,0,2,1,0,0,0,2.74,2
1172,15,1,1,1,2.17,14,0,2,0,0,1,1,3.51,0
1173,17,1,0,2,14.99,22,0,0,1,1,1,1,1.46,4
1174,18,1,0,1,6.1,3,1,3,1,0,0,1,3.84,0
1175,18,1,1,1,19.03,11,0,1,0,1,0,1,2.25,3
1176,16,1,2,1,14.29,9,0,2,1,1,1,0,3.21,1
1177,17,1,3,3,6.54,1,0,2,1,0,0,0,3.61,0
1178,17,1,0,2,5.79,3,1,1,1,0,1,1,2.9,2
1179,15,1,1,3,10.47,19,0,4,1,0,1,1,3.07,1
1180,17,1,3,3,1.58,27,1,3,1,1,0,0,3.03,1
1181,15,1,0,3,2.35,27,1,3,1,1,1,1,3.26,1
1182,17,0,2,2,3.52,5,1,2,1,1,0,1,2.39,3
1183,16,1,0,2,15.49,13,0,3,0,0,0,1,3.23,1
1184,17,0,3,2,10.28,22,0,4,0,0,1,0,2.78,2
1185,15,1,2,3,0.21,2,0,2,0,1,1,1,3.09,1
1186,15,1,3,2,13.47,14,1,2,0,0,1,1,3.3,1
1187,16,0,2,3,8.47,25,1,2,1,0,1,0,2.76,2
1188,17,1,0,4,10.22,0,0,4,1,1,1,1,3.36,1
1189,17,0,3,1,4.28,18,0,2,1,0,1,0,2.83,2
1190,16,0,0,1,11.04,24,0,3,0,1,1,0,2.48,3
1191,17,0,0,3,19.58,0,1,1,1,1,1,1,3.84,0
1192,17,1,2,2,1.47,12,0,4,1,1,0,1,2.44,3
1193,15,1,2,0,5.68,7,1,3,1,1,1,1,3.99,0
1194,17,1,3,4,4.86,17,1,4,0,1,0,1,3.28,1
1195,17,0,0,1,4.97,21,0,4,0,1,0,1,2.8,2
1196,16,0,2,4,7.57,2,0,3,0,1,0,1,2.85,2
1197,16,1,2,3,16.36,22,1,3,1,0,0,1,3.06,1
1198,18,1,0,3,18.26,17,0,3,0,0,0,0,3.26,1
1199,15,1,0,1,4.04,19,0,2,1,0,0,1,3.15,1
1200,17,1,0,1,10.86,25,0,2,0,0,0,0,1.98,4
1201,17,1,0,2,12.74,8,0,1,0,0,0,1,2.21,3
1202,18,0,3,1,10.44,5,1,2,0,0,0,1,2.82,2
1203,17,0,1,2,8.68,19,0,4,1,0,1,0,2.65,2
1204,15,0,2,2,3.84,1,0,2,1,0,1,1,2.68,2
1205,18,1,3,1,9.76,25,1,3,1,1,0,1,3.07,1
1206,15,0,0,1,8.02,29,0,1,0,1,1,0,2.51,2
1207,18,0,2,3,15.91,24,0,2,0,1,0,0,2.71,2
1208,18,0,1,1,15.27,30,1,1,1,0,0,0,3.36,1
1209,16,0,3,0,2.68,3,1,2,0,0,1,0,3.99,0
1210,15,0,0,3,1.77,24,0,0,0,0,1,1,2.62,2
1211,17,1,3,4,18.16,29,0,3,0,0,1,0,3.14,1
1212,17,0,0,2,10.71,17,1,3,0,0,0,1,3.02,1
1213,15,1,0,1,17.16,6,0,3,0,1,0,0,2.57,2
1214,17,1,2,2,1.16,26,0,3,0,1,0,0,2.94,2
1215,17,1,0,4,10.53,10,0,4,1,0,0,0,3.0,1
1216,15,1,1,3,10.79,4,0,3,1,1,0,0,3.1,1
1217,18,1,1,3,17.21,7,1,1,1,1,0,1,3.33,1
1218,15,0,2,2,1.95,10,0,2,0,1,0,1,2.08,3
1219,18,0,0,2,4.81,29,1,0,1,0,0,1,3.1,1
1220,17,1,0,1,8.13,23,0,2,0,1,0,1,2.99,2
1221,17,1,0,3,17.32,29,0,2,1,0,0,1,2.39,3
1222,17,1,1,3,18.78,29,1,4,1,0,0,0,2.59,2
1223,16,0,0,4,19.85,19,0,2,1,1,1,0,2.71,2
1224,18,1,0,1,19.18,28,0,3,1,0,1,0,2.44,3
1225,16,0,0,0,0.12,19,0,2,0,1,0,0,1.8,4
1226,16,1,0,2,0.95,14,0,1,1,1,0,0,2.67,2
1227,15,0,1,3,2.95,23,0,3,1,0,0,0,2.74,2
1228,16,1,3,3,6.98,2,0,2,1,0,0,1,2.37,3
1229,15,0,0,1,16.6,6,1,4,1,0,0,1,4.0,0
1230,15,1,1,1,17.85,23,0,1,0,0,0,1,2.21,3
1231,16,0,2,2,3.74,7,1,4,0,0,0,1,2.04,3
1232,18,0,1,2,12.39,10,0,3,1,0,0,1,3.34,1
1233,18,0,2,4,18.35,9,0,3,0,0,0,0,3.23,1
1234,18,0,1,2,9.27,19,0,4,0,1,1,0,2.67,2
1235,18,0,1,3,2.07,8,0,2,1,0,0,0,2.81,2
1236,18,0,0,2,9.16,14,0,1,0,1,1,1,2.72,2
1237,16,0,2,3,7.52,25,0,1,1,0,1,0,2.9,2
1238,16,1,2,2,11.55,19,1,2,1,1,0,0,2.82,2
1239,17,1,0,3,8.77,23,0,2,0,1,0,0,2.41,3
1240,18,1,0,1,0.35,21,0,4,1,0,0,0,2.64,2
1241,16,1,3,2,19.88,4,0,1,0,1,0,1,3.55,0
1242,17,1,1,1,10.87,14,1,4,0,1,0,1,3.04,1
1243,18,0,1,2,9.47,3,0,4,0,1,0,1,3.11,1
1244,15,0,3,2,19.09,4,0,3,1,0,0,1,3.93,0
1245,17,0,2,1,3.12,30,0,4,1,1,0,0,2.5,2
1246,16,0,1,4,3.78,28,0,3,1,1,0,0,1.87,4
1247,15,0,2,1,16.16,14,0,2,1,1,1,1,3.01,1
1248,15,1,3,3,5.22,26,0,3,0,1,1,0,2.63,2
1249,15,1,1,4,15.98,16,0,3,1,0,1,0,3.24,1
1250,17,1,1,0,5.43,22,0,1,1,0,0,1,2.51,2
1251,16,1,0,3,0.66,7,1,1,0,0,0,1,2.81,2
1252,15,0,3,1,10.34,27,0,2,1,0,0,0,2.7,2
1253,18,0,2,0,3.93,24,0,1,1,0,1,1,1.74,4
1254,15,0,0,2,15.16,28,0,4,1,0,1,0,3.99,0
1255,15,1,3,4,12.82,18,0,2,0,0,0,1,2.93,2
1256,17,0,1,0,18.47,30,0,2,1,0,1,1,2.15,3
1257,17,1,0,2,15.66,8,0,1,0,1,1,1,2.27,3
1258,16,0,1,2,3.62,9,0,2,1,0,1,0,2.97,2
1259,18,0,1,4,16.0,4,0,2,0,1,1,1,3.06,1
1260,17,1,3,1,12.83,9,1,1,1,0,0,0,3.12,1
1261,15,0,0,3,13.38,21,0,4,0,1,0,0,4.0,0
1262,16,0,2,3,16.65,0,0,2,1,0,0,0,3.25,1
1263,15,1,1,3,11.48,24,0,3,0,1,1,0,3.36,1
1264,15,0,0,4,9.32,24,0,1,1,1,1,0,2.19,3
1265,17,1,3,3,12.73,21,0,4,1,1,1,0,3.12,1
1266,16,0,1,0,5.96,23,0,3,1,1,0,0,2.11,3
1267,18,0,0,2,3.65,3,0,3,0,0,0,1,2.31,3
1268,18,0,1,2,12.33,20,0,3,0,1,1,0,2.94,2
1269,17,0,3,2,4.68,4,0,3,0,0,0,0,3.62,0
1270,17,0,0,2,1.6,22,1,1,1,0,0,1,3.03,1
1271,16,0,0,2,0.01,6,0,2,1,0,1,0,4.0,0
1272,18,0,0,2,12.17,22,0,2,1,0,0,0,2.69,2
1273,18,0,0,4,7.24,4,0,2,0,1,1,0,3.18,1
1274,18,1,2,1,15.05,19,0,2,0,1,0,0,3.12,1
1275,15,1,1,4,7.5,7,0,3,1,1,0,1,3.13,1
1276,18,0,0,2,9.72,16,0,2,0,0,0,0,3.17,1
1277,15,0,0,3,8.14,0,0,2,0,1,1,0,2.78,2
1278,16,1,0,3,13.01,21,0,4,0,1,1,0,2.63,2
1279,15,0,3,2,7.12,17,0,4,0,0,0,0,2.54,2
1280,16,0,0,2,19.28,11,0,4,0,0,0,0,2.69,2
1281,18,1,3,2,18.72,2,1,3,1,0,0,0,2.59,2
1282,18,0,1,2,16.96,19,1,1,0,0,1,1,2.9,2
1283,16,0,0,4,18.41,13,0,4,1,1,0,1,2.2,3
1284,17,1,3,3,8.98,15,0,1,1,0,0,1,2.55,2
1285,16,0,1,1,10.73,17,1,1,1,0,0,1,1.78,4
1286,17,0,2,1,14.84,9,0,1,0,0,1,1,3.7,0
1287,15,1,3,2,13.92,22,1,3,0,0,0,0,2.76,2
1288,15,0,0,1,17.81,14,0,1,0,0,0,0,1.43,4
1289,15,1,0,3,14.33,9,0,3,1,0,0,0,3.12,1
1290,18,0,2,1,19.96,0,0,1,1,1,0,0,3.31,1
1291,15,0,0,2,6.97,18,0,1,1,0,0,1,2.3,3
1292,17,1,0,0,16.66,1,0,2,0,0,0,1,3.88,0
1293,15,1,0,2,13.95,12,0,2,1,1,0,0,3.24,1
1294,16,0,0,3,13.83,24,0,4,1,1,1,0,2.85,2
1295,16,1,2,2,6.52,15,0,4,0,0,1,1,3.13,1
1296,18,1,0,4,15.71,7,0,1,0,0,0,0,3.83,0
1297,16,0,1,4,18.01,2,1,4,1,0,0,0,2.98,2
1298,17,0,1,2,4.37,20,0,3,0,1,1,0,2.24,3
1299,15,0,1,0,12.51,18,0,2,1,0,0,0,2.7,2
1300,18,1,0,3,7.84,13,1,3,0,1,1,1,2.24,3
1301,15,1,2,4,19.79,10,1,4,0,1,1,0,3.67,0
1302,15,1,0,3,9.58,28,0,1,1,0,0,1,3.37,1
1303,17,1,2,1,4.57,11,0,1,0,0,0,1,2.52,2
1304,16,0,3,4,7.64,10,0,2,1,1,0,1,2.16,3
1305,16,1,1,1,13.08,27,0,1,1,1,1,0,2.98,2
1306,15,0,1,3,1.52,10,1,2,1,1,1,1,3.74,0
1307,18,1,1,4,12.07,21,1,3,1,1,0,1,1.74,4
1308,16,0,0,1,18.62,20,0,3,0,0,1,0,3.2,1
1309,18,0,3,4,17.01,26,1,2,1,0,0,0,3.34,1
1310,16,0,3,2,1.35,17,0,2,1,1,0,1,2.81,2
1311,18,1,0,4,19.87,29,1,3,1,1,0,0,3.26,1
1312,17,0,1,1,13.97,9,1,2,0,1,0,1,3.16,1
1313,18,0,3,4,3.25,15,0,3,0,1,0,1,2.68,2
1314,17,1,3,1,0.25,7,0,4,1,1,1,0,3.55,0
1315,17,0,1,3,3.43,5,0,4,1,1,0,1,3.07,1
1316,18,1,1,2,16.76,29,1,3,0,0,1,0,4.0,0
1317,17,1,0,2,0.43,30,1,2,1,0,1,0,2.93,2
1318,15,0,3,1,4.66,18,0,1,0,0,0,1,2.52,2
1319,17,0,0,3,15.15,12,0,3,1,1,0,1,2.67,2
1320,16,1,1,1,11.72,14,0,4,1,0,0,1,3.24,1
1321,18,0,0,2,15.65,12,1,1,1,0,0,1,2.65,2
1322,15,1,0,1,14.92,0,0,0,1,1,1,0,2.67,2
1323,18,1,1,4,1.01,20,0,3,0,1,1,1,2.51,2
1324,16,1,3,0,17.85,27,0,1,0,1,0,0,1.96,4
1325,16,0,0,1,4.54,26,1,1,0,0,0,0,3.34,1
1326,16,1,1,1,11.07,1,1,4,1,0,1,1,2.73,2
1327,17,0,0,2,12.89,12,0,1,0,0,0,0,2.93,2
1328,17,0,0,1,3.37,1,0,1,0,0,0,0,2.29,3
1329,18,0,1,2,19.52,24,1,3,1,1,0,1,2.42,3
1330,18,0,1,4,9.76,10,1,3,1,0,0,1,3.09,1
1331,15,1,0,3,1.15,12,0,2,1,0,0,0,2.58,2
1332,15,0,0,2,18.75,30,0,2,1,0,1,0,3.53,0
1333,18,1,0,1,11.73,9,0,3,0,1,0,0,3.15,1
1334,17,1,0,3,13.98,22,0,2,0,1,0,1,2.94,2
1335,16,0,3,1,10.5,21,0,0,1,1,0,0,2.89,2
1336,18,1,3,3,16.69,14,0,1,0,1,0,0,2.79,2
1337,15,1,0,1,0.66,28,0,3,0,0,0,1,2.04,3
1338,17,0,1,2,5.37,0,0,3,1,1,0,0,2.68,2
1339,18,1,3,2,9.39,30,0,3,1,1,0,0,2.25,3
1340,18,1,0,4,1.53,13,0,3,0,1,1,0,2.94,2
1341,17,1,2,1,14.12,9,0,3,0,1,1,1,2.32,3
1342,18,1,3,2,7.87,17,0,0,1,0,1,1,2.47,3
1343,17,0,0,1,5.45,10,0,4,0,1,1,1,3.56,0
1344,16,1,0,3,0.07,6,1,4,0,1,1,0,3.2,1
1345,17,1,3,4,14.4,14,0,2,1,0,1,1,3.0,1
1346,17,1,1,2,16.68,2,0,2,0,0,1,1,2.92,2
1347,17,1,0,2,7.9,1,0,3,0,1,1,0,2.63,2
1348,18,0,0,4,11.28,21,1,3,1,1,0,1,3.71,0
1349,18,1,1,2,4.55,7,0,2,1,1,1,1,2.9,2
1350,17,0,2,2,12.44,30,0,3,1,0,0,1,2.43,3
1351,18,1,2,2,0.24,7,0,3,1,0,1,1,2.64,2
1352,15,0,3,3,9.77,10,0,3,1,1,1,1,2.61,2
1353,15,0,0,1,12.88,15,1,1,1,0,1,1,2.98,2
1354,18,0,1,3,18.36,1,0,1,1,0,1,0,3.27,1
1355,18,0,1,2,7.63,21,1,3,1,0,0,1,3.17,1
1356,17,0,1,1,15.3,27,0,4,0,0,1,1,2.07,3
1357,16,1,0,3,11.95,4,1,2,1,0,1,0,3.3,1
1358,18,1,3,2,18.54,6,0,3,1,0,1,0,3.52,0
1359,15,1,3,1,7.97,19,1,0,1,1,0,0,2.55,2
1360,17,0,1,3,6.38,27,0,3,0,1,0,1,3.31,1
1361,18,1,1,4,17.74,12,0,4,1,1,0,1,3.64,0
1362,15,0,0,4,0.98,1,0,3,1,0,0,0,3.5,0
1363,15,0,1,4,2.73,25,1,4,0,1,0,0,2.29,3
1364,16,1,2,4,1.65,2,0,3,1,1,0,1,2.1,3
1365,17,1,1,0,16.86,8,0,3,1,0,1,1,3.23,1
1366,17,0,3,2,0.21,9,0,1,1,0,1,0,1.57,4
1367,16,0,1,3,17.23,23,1,1,1,1,1,0,2.7,2
1368,16,1,0,2,9.03,12,0,1,1,0,0,1,2.74,2
1369,17,1,2,3,0.08,24,0,2,1,0,0,0,2.8,2
1370,17,1,0,3,8.03,20,1,2,1,0,0,0,2.89,2
1371,18,1,0,2,3.74,12,1,3,1,1,0,1,3.67,0
1372,18,0,0,4,12.49,4,0,4,0,1,1,1,2.97,2
1373,16,1,1,2,13.59,22,1,3,0,1,0,0,2.52,2
1374,18,1,2,2,9.75,6,0,2,0,0,0,1,4.0,0
1375,15,1,1,4,0.81,16,0,4,1,1,0,1,2.75,2
1376,18,0,2,2,13.12,27,1,2,1,1,1,0,2.92,2
1377,18,0,1,1,16.84,14,1,3,1,0,0,0,2.86,2
1378,15,0,0,2,14.41,29,0,4,1,1,1,1,2.44,3
1379,16,0,2,3,16.6,4,0,4,1,0,1,0,3.27,1
1380,15,1,0,3,4.01,23,0,2,1,0,1,1,3.12,1
1381,18,0,0,3,17.78,6,1,3,0,0,0,0,3.26,1
1382,16,1,1,3,6.44,26,1,3,1,0,0,1,1.56,4
1383,18,1,0,1,0.27,1,0,2,1,1,0,1,2.21,3
1384,15,1,0,4,16.87,29,1,2,1,1,0,1,3.96,0
1385,15,1,1,4,18.84,23,0,2,1,0,1,1,1.75,4
1386,18,0,1,1,13.11,17,1,2,1,0,1,0,2.58,2
1387,17,0,1,1,4.63,9,0,3,0,0,0,0,2.96,2
1388,17,0,3,4,5.03,0,0,2,0,1,0,1,3.26,1
1389,15,1,1,4,9.33,26,0,3,1,1,1,0,3.04,1
1390,15,1,3,4,17.96,26,1,3,0,1,1,0,3.59,0
1391,17,1,0,4,2.99,13,0,4,0,1,1,0,2.8,2
1392,17,1,1,2,16.52,26,0,2,0,1,0,1,2.27,3
1393,18,1,3,3,5.83,18,1,4,0,0,1,1,2.89,2
1394,18,0,1,2,16.17,15,0,4,1,1,0,1,3.73,0
1395,17,1,2,1,18.41,18,0,3,1,1,0,1,2.18,3
